numjobs,avg_mean_us,avg_std_us,p50_mean_us,p50_std_us,p95_mean_us,p95_std_us,p99_mean_us,p99_std_us,p99_9_mean_us,p99_9_std_us
4,246.94160098466665,20.394350530205934,244.39466666666667,17.627479154244753,331.0933333333333,26.65024347606102,408.9173333333333,31.815489393270898,1075.8826666666666,594.080051997484
8,325.13110718933336,1.0746776344367428,313.344,0.0,436.224,0.0,569.344,8.19199999999995,1008.9813333333333,4.729653405201419
