pattern,stride,lat_mean_ns,lat_std_ns,bw_mean_MBps,bw_std_MBps
sequential,64B,60.6,1.311487704860397,42586.566666666666,158.97654963337598
sequential,256B,151.93333333333334,1.3316656236958777,22542.8,494.9434008045772
sequential,1024B,154.1,1.3999999999999955,12288.133333333333,194.29169651154217
random,64B,60.833333333333336,0.907377172587745,42607.5,103.21453386030186
random,256B,151.83333333333334,1.1150485789118443,22636.233333333334,478.4380245479377
random,1024B,152.6,1.2165525060596496,12111.566666666668,291.26785496057255
