rep,N,runtime_ms,cache_refs,cache_misses,miss_rate
1,65536,0.0550,26594,9107,0.342446
1,262144,0.2820,123716,23105,0.186758
1,67108864,64.9727,22740538,8041178,0.353605
1,2097152,2.1878,799804,177947,0.222488
1,6291456,6.8111,2219365,866311,0.390342
1,1024,0.0015,26890,15563,0.578765
1,16777216,16.3559,5630957,1970009,0.349853
1,8192,0.0077,25635,11079,0.432183
