mix,iops_mean,iops_std,mb_mean,mb_std,lat_mean_us,lat_std_us
100W,5845.227381333334,61.454859126507365,22.832682291666668,0.24004838561701938,169.464887341,1.71767121944153
100R,6120.351543666667,101.52937093934003,23.9072265625,0.3964110057577108,161.90380681966667,2.6189060717940054
70/30,6145.261824333334,31.264434366950624,24.00390625,0.12249146100859248,161.25254594424544,0.7731834998964641
50/50,6091.752497,55.77489144944847,23.794596354166668,0.2177238008641404,162.62278176319901,1.4425350825000014
