rep,stride,iters,runtime_ms,cache_refs,cache_misses,miss_rate
1,3,4,314.2520,31698508,12141126,0.383019
1,5,4,310.9560,48911390,19859509,0.406030
1,1,4,298.7430,11535519,3357029,0.291017
1,17,4,726.0420,167197423,122386110,0.731986
1,31,4,1005.2000,215258140,180749270,0.839686
1,9,4,352.4300,86401748,50796067,0.587906
